expense_id,user_id,expense_date,expense_amount,shopping_type,description,merchant,payment_method,recurring,tags
9720508a-1cd0-43b4-bdfb-da55818c2024,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-14,423.41,Subscription,Spent $423.41 on subscription at Netflix using Debit Card.,Netflix,Debit Card,True,"['Subscription', 'Recurring']"
9f167895-378e-46bc-a97f-a0f349a04ac7,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-03-01,257.06,Fuel,Spent $257.06 on fuel at Shell Gas Station using Debit Card.,Shell Gas Station,Debit Card,True,"['Fuel', 'Recurring']"
8a0d2f3a-8bac-4870-93df-c7a5bafc5bae,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-19,89.07,Groceries,Spent $89.07 on groceries at Local Market using Debit Card.,Local Market,Debit Card,True,"['Groceries', 'Recurring']"
7b2494a2-4a53-410b-afc7-fb52eb59d1cd,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-03,472.49,Groceries,Spent $472.49 on groceries at Costco using PayPal.,Costco,PayPal,False,['Groceries']
7dfe374a-2809-4052-b976-d6a7a5947edf,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-23,254.97,Coffee,Spent $254.97 on coffee at Starbucks using Bank Transfer.,Starbucks,Bank Transfer,True,"['Coffee', 'Recurring']"
0904f651-0a9c-4fe1-94fa-0edf1498c5ed,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-04,122.97,Transport,Spent $122.97 on transport at Lyft using Debit Card.,Lyft,Debit Card,True,"['Transport', 'Recurring']"
29483261-ad2f-46ac-aba6-02e84df125cc,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-26,440.73,Electronics,Spent $440.73 on electronics at Apple Store using Debit Card.,Apple Store,Debit Card,False,['Electronics']
e3ab64c2-0133-4b19-8a87-9f37cef4b5d5,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-03-02,337.06,Restaurant,Spent $337.06 on restaurant at Italian Bistro using PayPal.,Italian Bistro,PayPal,False,['Restaurant']
a668ea19-61e2-426e-a457-c9aa2d185ccf,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-01,216.25,Subscription,Spent $216.25 on subscription at Netflix using PayPal.,Netflix,PayPal,True,"['Subscription', 'Recurring']"
542b1120-c56b-4ca3-a5b1-848811a3dd77,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-27,265.37,Shopping,Spent $265.37 on shopping at Walmart using Credit Card.,Walmart,Credit Card,True,"['Shopping', 'Recurring']"
abab4a70-daf1-44df-8624-8ff98cc2960c,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-05,335.47,Electronics,Spent $335.47 on electronics at Amazon using Apple Pay.,Amazon,Apple Pay,True,"['Electronics', 'Recurring']"
36a8b253-a08c-4985-9718-b1e54e75fe55,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-19,165.79,Transport,Spent $165.79 on transport at Uber using Apple Pay.,Uber,Apple Pay,False,['Transport']
84881a98-3178-4f42-a0f3-a79102fd6054,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-18,253.81,Transport,Spent $253.81 on transport at Lyft using PayPal.,Lyft,PayPal,True,"['Transport', 'Recurring']"
77fd521b-b608-438a-9842-533a546d41df,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-05,67.29,Groceries,Spent $67.29 on groceries at Whole Foods using Apple Pay.,Whole Foods,Apple Pay,False,['Groceries']
a6cb77fd-430c-4fa7-83f7-5a857aabc677,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-03-02,310.71,Fuel,Spent $310.71 on fuel at Tesla Supercharger using Credit Card.,Tesla Supercharger,Credit Card,False,['Fuel']
43d6028d-1e05-4b35-96a0-ad4794477d31,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-12,261.97,Shopping,Spent $261.97 on shopping at Target using PayPal.,Target,PayPal,True,"['Shopping', 'Recurring']"
af3f4725-85e9-47d2-9a3a-213401059afa,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-13,238.63,Fuel,Spent $238.63 on fuel at Shell Gas Station using Debit Card.,Shell Gas Station,Debit Card,True,"['Fuel', 'Recurring']"
2e8ce813-eb94-42fe-ada5-9ff6b35b2652,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-05,37.03,Restaurant,Spent $37.03 on restaurant at Italian Bistro using Bank Transfer.,Italian Bistro,Bank Transfer,True,"['Restaurant', 'Recurring']"
879db2ea-80a7-43fc-be1c-473cda6389ca,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-15,413.06,Transport,Spent $413.06 on transport at Lyft using Bank Transfer.,Lyft,Bank Transfer,True,"['Transport', 'Recurring']"
324ad596-4e3d-48c7-954d-ae90e33b4565,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-05,176.9,Shopping,Spent $176.90 on shopping at Target using Bank Transfer.,Target,Bank Transfer,False,['Shopping']
02b1ff31-1395-4ec0-9bfe-2b501c726cd0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-28,373.91,Coffee,Spent $373.91 on coffee at Starbucks using Debit Card.,Starbucks,Debit Card,True,"['Coffee', 'Recurring']"
c1d7c194-83b8-4a5b-9c3d-a4220e27e978,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-16,372.93,Home Improvement,Spent $372.93 on home improvement at IKEA using Credit Card.,IKEA,Credit Card,False,['Home Improvement']
f915b6d4-87d7-4d58-9007-72ab5106edbe,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-11,211.39,Groceries,Spent $211.39 on groceries at Local Market using Debit Card.,Local Market,Debit Card,True,"['Groceries', 'Recurring']"
990c454e-b46d-4922-9a22-72db57b2900f,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-21,484.92,Restaurant,Spent $484.92 on restaurant at Italian Bistro using Bank Transfer.,Italian Bistro,Bank Transfer,True,"['Restaurant', 'Recurring']"
6cef1272-ac6c-4549-82f2-45c11d48edb2,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-18,190.8,Shopping,Spent $190.80 on shopping at Target using Bank Transfer.,Target,Bank Transfer,True,"['Shopping', 'Recurring']"
7ef87bf2-e202-459f-9959-851d533317b4,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-15,286.33,Transport,Spent $286.33 on transport at Lyft using Apple Pay.,Lyft,Apple Pay,True,"['Transport', 'Recurring']"
720ae7da-de73-44bc-bf8d-734644e883b3,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-07,13.09,Shopping,Spent $13.09 on shopping at Target using Apple Pay.,Target,Apple Pay,True,"['Shopping', 'Recurring']"
ac09e182-b2c3-471d-a4d6-579b2a0da8a8,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-26,314.14,Electronics,Spent $314.14 on electronics at Apple Store using Debit Card.,Apple Store,Debit Card,True,"['Electronics', 'Recurring']"
f007c25c-44de-4456-a083-b55d6adad4d8,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-01,488.61,Coffee,Spent $488.61 on coffee at Starbucks using Bank Transfer.,Starbucks,Bank Transfer,True,"['Coffee', 'Recurring']"
799c3e30-59bf-488a-baa5-11388f294c89,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-06,454.43,Shopping,Spent $454.43 on shopping at Walmart using PayPal.,Walmart,PayPal,False,['Shopping']
888d6138-688c-4d21-b764-a70faa38804d,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-24,324.91,Home Improvement,Spent $324.91 on home improvement at IKEA using PayPal.,IKEA,PayPal,True,"['Home Improvement', 'Recurring']"
1326c8cf-344e-4a28-8de5-0053dcd4b31c,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,207.77,Subscription,Spent $207.77 on subscription at Netflix using Debit Card.,Netflix,Debit Card,True,"['Subscription', 'Recurring']"
9986b279-ad9d-4c3e-a5e8-0ae1b84ffe8a,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-07,296.84,Groceries,Spent $296.84 on groceries at Local Market using Apple Pay.,Local Market,Apple Pay,True,"['Groceries', 'Recurring']"
e2197197-78f9-4421-a8e1-8de59afc433a,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-08,286.75,Restaurant,Spent $286.75 on restaurant at Italian Bistro using Apple Pay.,Italian Bistro,Apple Pay,True,"['Restaurant', 'Recurring']"
34b05813-3238-4dd3-b074-d0fe4f206370,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-13,497.06,Travel,Spent $497.06 on travel at Hilton Hotels using Debit Card.,Hilton Hotels,Debit Card,False,['Travel']
d782bbd5-d235-4f33-9617-cf49906ef510,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-08,393.94,Subscription,Spent $393.94 on subscription at Netflix using PayPal.,Netflix,PayPal,True,"['Subscription', 'Recurring']"
1cd3f7f5-1e47-4568-8657-1b4080658f57,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-22,49.97,Travel,Spent $49.97 on travel at Delta Airlines using Debit Card.,Delta Airlines,Debit Card,False,['Travel']
2fc5ce65-940a-4273-99f6-61410972ccca,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,51.04,Shopping,Spent $51.04 on shopping at Walmart using Bank Transfer.,Walmart,Bank Transfer,False,['Shopping']
5d3ae5f2-cc93-4bf3-bb1d-b8124fd3d6f1,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-24,65.44,Groceries,Spent $65.44 on groceries at Whole Foods using Debit Card.,Whole Foods,Debit Card,False,['Groceries']
d223d2e7-cb60-4411-ae3f-6790a4e9f199,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-26,96.32,Home Improvement,Spent $96.32 on home improvement at Home Depot using Bank Transfer.,Home Depot,Bank Transfer,False,['Home Improvement']
f07cc1b1-b81b-4e9b-bc52-ac85bc643bda,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-10,415.02,Travel,Spent $415.02 on travel at Delta Airlines using Credit Card.,Delta Airlines,Credit Card,True,"['Travel', 'Recurring']"
8ebc8130-86a6-4cf2-b78c-867448f19dc8,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-29,92.45,Home Improvement,Spent $92.45 on home improvement at IKEA using Debit Card.,IKEA,Debit Card,True,"['Home Improvement', 'Recurring']"
40df93cb-87b8-4021-a03f-2d9de5ef758f,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-26,440.96,Subscription,Spent $440.96 on subscription at Planet Fitness using PayPal.,Planet Fitness,PayPal,True,"['Subscription', 'Recurring']"
dc6e9e1b-41cf-45ae-b05a-11a9adef440e,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-01,266.16,Subscription,Spent $266.16 on subscription at Planet Fitness using Bank Transfer.,Planet Fitness,Bank Transfer,False,['Subscription']
980d61b1-604a-4819-940b-7ef604155570,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-02,58.06,Home Improvement,Spent $58.06 on home improvement at Home Depot using Credit Card.,Home Depot,Credit Card,False,['Home Improvement']
0e2cf802-3602-43c1-ae0e-1010ffae3f95,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-06,59.43,Restaurant,Spent $59.43 on restaurant at Italian Bistro using Apple Pay.,Italian Bistro,Apple Pay,True,"['Restaurant', 'Recurring']"
aba1633c-dba1-4e40-ba47-341105c3a916,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-06,95.64,Transport,Spent $95.64 on transport at Uber using Credit Card.,Uber,Credit Card,False,['Transport']
9671969f-8e34-4237-aaee-0778beeb05ba,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-21,18.87,Electronics,Spent $18.87 on electronics at Apple Store using Debit Card.,Apple Store,Debit Card,False,['Electronics']
f232b7df-bd68-4a11-ab8d-4171cd832ff4,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,97.21,Fuel,Spent $97.21 on fuel at Tesla Supercharger using Bank Transfer.,Tesla Supercharger,Bank Transfer,False,['Fuel']
9456e42a-dc95-4337-9a07-5fba385f9802,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-16,355.05,Transport,Spent $355.05 on transport at Uber using PayPal.,Uber,PayPal,False,['Transport']
b821a8fc-d897-4445-88f0-dbc9dddc960c,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-20,412.73,Shopping,Spent $412.73 on shopping at Target using Bank Transfer.,Target,Bank Transfer,True,"['Shopping', 'Recurring']"
f24e0c78-5a40-4aa2-b360-01bc08755aa3,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-30,174.96,Fuel,Spent $174.96 on fuel at Tesla Supercharger using Credit Card.,Tesla Supercharger,Credit Card,True,"['Fuel', 'Recurring']"
6e193f3a-5caa-44bd-b00a-be9cf6758a57,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,245.77,Travel,Spent $245.77 on travel at Delta Airlines using Bank Transfer.,Delta Airlines,Bank Transfer,False,['Travel']
48c40c02-919b-47f0-be28-963e5350e277,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-20,391.46,Shopping,Spent $391.46 on shopping at Nike Store using Bank Transfer.,Nike Store,Bank Transfer,True,"['Shopping', 'Recurring']"
c23f7d32-f5e5-427b-9ed1-c005fc630fcc,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-29,202.61,Travel,Spent $202.61 on travel at Delta Airlines using PayPal.,Delta Airlines,PayPal,False,['Travel']
f72dfe7d-aafb-4516-bd06-24850d885d4a,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-12,283.79,Shopping,Spent $283.79 on shopping at Target using Debit Card.,Target,Debit Card,False,['Shopping']
f7592a51-e20c-4a21-8578-1c77bdd292de,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-22,97.12,Shopping,Spent $97.12 on shopping at Walmart using Credit Card.,Walmart,Credit Card,False,['Shopping']
e1b6d33a-f917-408e-aa55-2ae0e5ca919e,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-02,402.46,Coffee,Spent $402.46 on coffee at Starbucks using PayPal.,Starbucks,PayPal,True,"['Coffee', 'Recurring']"
da6a4123-6226-4a88-bca1-2e05a35b5fe0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-05,323.75,Home Improvement,Spent $323.75 on home improvement at IKEA using Apple Pay.,IKEA,Apple Pay,False,['Home Improvement']
0255aa98-b4d5-45b1-b807-c72f212710e0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,137.67,Electronics,Spent $137.67 on electronics at Amazon using Apple Pay.,Amazon,Apple Pay,False,['Electronics']
7c9fa3f3-de2b-46ab-8cde-88f8580bf6f5,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-19,325.82,Groceries,Spent $325.82 on groceries at Costco using Debit Card.,Costco,Debit Card,True,"['Groceries', 'Recurring']"
814e7a8e-bbd7-468d-ac93-a90910f31c1c,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-08,351.88,Fuel,Spent $351.88 on fuel at Shell Gas Station using Bank Transfer.,Shell Gas Station,Bank Transfer,True,"['Fuel', 'Recurring']"
eeb0d9bc-8592-4bae-8bc4-581ea1dc97c7,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-17,197.66,Transport,Spent $197.66 on transport at Uber using PayPal.,Uber,PayPal,False,['Transport']
b8b73a8a-604f-4e54-882d-d1afa350dfee,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-11,65.59,Electronics,Spent $65.59 on electronics at Apple Store using Credit Card.,Apple Store,Credit Card,False,['Electronics']
eb50e006-99aa-4d5f-9ebe-829efb6657fd,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-25,69.95,Shopping,Spent $69.95 on shopping at Walmart using PayPal.,Walmart,PayPal,False,['Shopping']
bcffa2b2-0e90-4518-8ae7-e4da8cf10336,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-04,128.94,Shopping,Spent $128.94 on shopping at Walmart using Apple Pay.,Walmart,Apple Pay,False,['Shopping']
03073a02-cc2b-4b93-a7e4-78d68f4cc4f5,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-15,309.26,Coffee,Spent $309.26 on coffee at Starbucks using PayPal.,Starbucks,PayPal,True,"['Coffee', 'Recurring']"
db236ec9-7ab1-42e2-82f5-a61be102aea7,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-05,135.4,Groceries,Spent $135.40 on groceries at Local Market using Debit Card.,Local Market,Debit Card,True,"['Groceries', 'Recurring']"
b42240a2-8c39-4ccc-b80a-951f5369e4f6,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-13,464.68,Fuel,Spent $464.68 on fuel at Shell Gas Station using Apple Pay.,Shell Gas Station,Apple Pay,True,"['Fuel', 'Recurring']"
46c5512e-252c-44eb-a406-461e2872def8,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-10,34.32,Transport,Spent $34.32 on transport at Lyft using Apple Pay.,Lyft,Apple Pay,False,['Transport']
28c59c4f-59ff-4b96-969f-3ac7805434ba,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-15,135.72,Coffee,Spent $135.72 on coffee at Starbucks using Apple Pay.,Starbucks,Apple Pay,False,['Coffee']
6f908325-f5c1-494d-9c96-ab1e827e92a6,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-05,157.68,Travel,Spent $157.68 on travel at Hilton Hotels using Credit Card.,Hilton Hotels,Credit Card,False,['Travel']
f754264c-54d2-4674-9488-cfc691e1758d,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,301.47,Fuel,Spent $301.47 on fuel at Tesla Supercharger using Credit Card.,Tesla Supercharger,Credit Card,False,['Fuel']
e699cf8e-bcab-4ca9-a682-20e195b1ed87,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-17,455.28,Electronics,Spent $455.28 on electronics at Apple Store using Debit Card.,Apple Store,Debit Card,False,['Electronics']
68c05583-9f26-47e7-a678-db108cfeb792,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-07,376.16,Fuel,Spent $376.16 on fuel at Shell Gas Station using Debit Card.,Shell Gas Station,Debit Card,True,"['Fuel', 'Recurring']"
63c24b51-0ca5-474a-bb0f-776eb120f99b,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-01,315.9,Coffee,Spent $315.90 on coffee at Starbucks using PayPal.,Starbucks,PayPal,True,"['Coffee', 'Recurring']"
f27143d9-504d-4e1b-a1c0-ecac62a3a802,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-03,293.22,Travel,Spent $293.22 on travel at Delta Airlines using Apple Pay.,Delta Airlines,Apple Pay,False,['Travel']
9dbf40ef-60a8-4683-b73d-434bb4e8ec37,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-09,267.82,Transport,Spent $267.82 on transport at Lyft using Credit Card.,Lyft,Credit Card,False,['Transport']
b183b02e-3356-477e-bdff-41aad462c4eb,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-14,163.8,Subscription,Spent $163.80 on subscription at Planet Fitness using PayPal.,Planet Fitness,PayPal,False,['Subscription']
8187df63-f66e-4ee8-88cd-afef38a6141b,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-01,127.03,Travel,Spent $127.03 on travel at Hilton Hotels using Debit Card.,Hilton Hotels,Debit Card,True,"['Travel', 'Recurring']"
988a6a0f-d97d-41c7-9f21-f6b417535cd0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-20,306.38,Home Improvement,Spent $306.38 on home improvement at IKEA using Credit Card.,IKEA,Credit Card,False,['Home Improvement']
fbca72b4-18a6-478c-b152-eb4857b06f33,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-26,340.72,Subscription,Spent $340.72 on subscription at Planet Fitness using Credit Card.,Planet Fitness,Credit Card,True,"['Subscription', 'Recurring']"
0b540a81-b93c-4812-b854-3c4d3999586f,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,250.56,Electronics,Spent $250.56 on electronics at Apple Store using Credit Card.,Apple Store,Credit Card,True,"['Electronics', 'Recurring']"
b7eb4817-c34c-483d-8c4e-f00287b2da9a,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-09,177.9,Subscription,Spent $177.90 on subscription at Netflix using Debit Card.,Netflix,Debit Card,False,['Subscription']
c354ff13-d3ab-455e-ae4b-2e48281b1d60,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-24,33.04,Fuel,Spent $33.04 on fuel at Shell Gas Station using Bank Transfer.,Shell Gas Station,Bank Transfer,False,['Fuel']
6e37d07d-6867-4605-ae5a-460e9a97fbd7,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-05,288.52,Restaurant,Spent $288.52 on restaurant at Italian Bistro using Bank Transfer.,Italian Bistro,Bank Transfer,False,['Restaurant']
c12b3479-708b-4740-a8e3-1e465f9a813d,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-03,94.59,Fuel,Spent $94.59 on fuel at Shell Gas Station using PayPal.,Shell Gas Station,PayPal,False,['Fuel']
ca302808-8aa5-4a13-bcb2-b328af524ff5,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-04,498.53,Groceries,Spent $498.53 on groceries at Whole Foods using Apple Pay.,Whole Foods,Apple Pay,False,['Groceries']
929383a0-0256-49cb-b78c-88100c95771e,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-05,34.99,Electronics,Spent $34.99 on electronics at Amazon using PayPal.,Amazon,PayPal,False,['Electronics']
a91d7088-b1f4-438d-bdb1-e693bf0096c9,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,173.16,Groceries,Spent $173.16 on groceries at Local Market using Bank Transfer.,Local Market,Bank Transfer,False,['Groceries']
e9423721-6dca-4f6f-aa79-db4d66e11d14,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-18,359.31,Electronics,Spent $359.31 on electronics at Apple Store using Debit Card.,Apple Store,Debit Card,True,"['Electronics', 'Recurring']"
116ce003-e6db-451c-8db1-7af44a3b0d6e,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-04,98.25,Shopping,Spent $98.25 on shopping at Walmart using Credit Card.,Walmart,Credit Card,False,['Shopping']
5717c4c5-3413-4901-8433-5e2321cacd2e,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-16,181.57,Restaurant,Spent $181.57 on restaurant at McDonald's using PayPal.,McDonald's,PayPal,True,"['Restaurant', 'Recurring']"
202deb60-6c62-43c6-9cc9-0e1612e89138,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,287.57,Shopping,Spent $287.57 on shopping at Walmart using PayPal.,Walmart,PayPal,False,['Shopping']
4f644e0b-c9ee-42da-a777-cdad32e9d04f,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,365.85,Electronics,Spent $365.85 on electronics at Apple Store using Bank Transfer.,Apple Store,Bank Transfer,False,['Electronics']
6fe2eecd-d338-4c65-84a4-728fbeed3d07,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,377.28,Fuel,Spent $377.28 on fuel at Shell Gas Station using Bank Transfer.,Shell Gas Station,Bank Transfer,True,"['Fuel', 'Recurring']"
256044c1-5f9e-45bd-867e-2b1c04293462,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-14,186.38,Groceries,Spent $186.38 on groceries at Costco using Debit Card.,Costco,Debit Card,False,['Groceries']
7029917f-fd4f-440a-ada8-e5bc80d81b87,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-26,159.26,Home Improvement,Spent $159.26 on home improvement at Home Depot using Bank Transfer.,Home Depot,Bank Transfer,False,['Home Improvement']
